id,title,author,year,total_weeks,first_week,debut_rank,best_rank,author_count,author_first_name,author_last_name,author_gender,author_race
7126,VICTORIOUS TROY,John Masefield,1935,2,1935-12-23,8,8,1,['John'],['Masefield'],['M'],[None]
7127,VICTORY AND HONOR,W.E.B. Griffin and William E. Butterworth IV,2011,3,2011-08-28,4,4,2,"['W.E.B.', 'William']","['Griffin', 'IV']","[None, 'M']","['white', 'api']"
7128,VILLA INCOGNITO,Tom Robbins,2003,2,2003-05-18,16,13,1,['Tom'],['Robbins'],['M'],['white']
7129,VILLAINY VICTORIOUS,L. Ron Hubbard,1987,1,1987-10-04,13,13,1,['L.'],['Hubbard'],[None],['white']
713,BLACK MAGIC SANCTION,Kim Harrison,2010,3,2010-03-14,3,3,1,['Kim'],['Harrison'],['F'],['white']
7130,VINCE FLYNN: LETHAL AGENT,Kyle Mills,2019,3,2019-10-13,4,4,1,['Kyle'],['Mills'],['M'],['white']
7131,VINCE FLYNN: ORDER TO KILL,Kyle Mills,2016,5,2016-10-30,3,3,1,['Kyle'],['Mills'],['M'],['white']
7132,VINCE FLYNN: RED WAR,Kyle Mills,2018,6,2018-10-14,2,2,1,['Kyle'],['Mills'],['M'],['white']
7133,VINCE FLYNN: TOTAL POWER,Kyle Mills,2020,4,2020-10-04,3,3,1,['Kyle'],['Mills'],['M'],['white']
7134,VINEGAR GIRL,Anne Tyler,2016,1,2016-07-10,15,15,1,['Anne'],['Tyler'],['F'],['white']
7135,VINELAND,Thomas Pynchon,1990,13,1990-01-21,5,2,1,['Thomas'],['Pynchon'],['M'],[None]
7136,VIOLET BENT BACKWARDS OVER THE GRASS,Lana Del Rey,2020,1,2020-10-18,3,3,1,['Lana'],['Rey'],['F'],['hispanic']
7137,VIOLETS ARE BLUE,James Patterson,2001,13,2001-12-09,2,2,1,['James'],['Patterson'],['M'],['white']
7138,VIOLIN,Anne Rice,1997,13,1997-11-02,3,2,1,['Anne'],['Rice'],['F'],['white']
7139,VIRGIN AND MARTYR,Andrew M. Greeley,1985,4,1985-03-17,13,13,1,['Andrew'],['Greeley'],['M'],['white']
714,BLACK NARCISSUS,Rumer Godden,1939,11,1939-07-31,4,2,1,['Rumer'],['Godden'],['F'],['white']
7140,VIRTUAL LIGHT,William Gibson,1993,2,1993-09-05,15,14,1,['William'],['Gibson'],['M'],['white']
7141,VISION OF THE FUTURE,Timothy Zahn,1998,2,1998-09-20,13,13,1,['Timothy'],['Zahn'],['M'],['white']
7142,VISIONS IN DEATH,J. D. Robb,2004,4,2004-08-22,9,4,1,['J.'],['Robb'],['M'],['white']
7143,VISIONS OF SUGAR PLUMS,Janet Evanovich,2002,8,2002-11-24,3,3,1,['Janet'],['Evanovich'],['F'],['white']
7144,VITAL SIGNS,Robin Cook,1991,6,1991-01-20,12,6,1,['Robin'],['Cook'],['F'],['white']
7145,"VITTORIO, THE VAMPIRE",Anne Rice,1999,8,1999-04-04,2,2,1,['Anne'],['Rice'],['F'],['white']
7146,VOICE OF THE HEART,Barbara Taylor Bradford,1983,22,1983-04-03,4,4,1,['Barbara'],['Bradford'],['F'],['white']
7147,VOICE OF THE HEART,Barbara Taylor Bradford.,1983,1,1983-07-10,9,9,1,['Barbara'],['Bradford.'],['F'],['white']
7148,VON RYAN'S EXPRESS,David Westheimer,1964,22,1964-02-23,10,6,1,['David'],['Westheimer'],['M'],['white']
7149,VORTEX,Larry Bond,1991,6,1991-06-16,8,7,1,['Larry'],['Bond'],['M'],['white']
715,BLACK NOTICE,Patricia Cornwell,1999,10,1999-08-22,1,1,1,['Patricia'],['Cornwell'],['F'],['white']
7150,VOX,Nicholson Baker,1992,12,1992-02-23,8,3,1,['Nicholson'],['Baker'],['M'],['white']
7151,VOYAGE,Sterling Hayden,1977,10,1977-02-06,9,5,1,['Sterling'],['Hayden'],['M'],['white']
7152,VOYAGE OF VENGEANCE,L. Ron Hubbard,1987,2,1987-05-24,13,13,1,['L.'],['Hubbard'],[None],['white']
7153,VOYAGER,Diana Gabaldon,1994,3,1994-02-06,12,12,1,['Diana'],['Gabaldon'],['F'],['hispanic']
7154,WAIT FOR SIGNS,Craig Johnson,2014,1,2014-11-09,14,14,1,['Craig'],['Johnson'],['M'],['white']
7155,WAIT FOR THE WAGON,Mary Lasswell,1951,10,1951-12-09,14,10,1,['Mary'],['Lasswell'],['F'],['white']
7156,WAIT FOR TOMORROW,Robert Wilder,1950,18,1950-04-16,15,6,1,['Robert'],['Wilder'],['M'],['white']
7157,WAITING FOR WINTER,John O'Hara,1967,9,1967-01-15,10,9,1,['John'],"[""O'Hara""]",['M'],[None]
7158,WAITING TO EXHALE,Terry McMillan,1992,38,1992-05-31,6,2,1,['Terry'],['McMillan'],['M'],['white']
7159,WAKE OF THE RED WITCH,Garland Roark,1946,11,1946-04-21,15,6,1,['Garland'],['Roark'],['M'],['white']
716,BLACK OPS,W. E. B. Griffin,2009,4,2009-02-08,5,5,1,['W.'],['Griffin'],[None],['white']
7160,WAKING WITH ENEMIES,Eric Jerome Dickey,2007,2,2007-08-26,9,9,1,['Eric'],['Dickey'],['M'],['white']
7161,WALK THE WIRE,David Baldacci,2020,9,2020-05-10,2,2,1,['David'],['Baldacci'],['M'],['white']
7162,WALKING ON WATER,Richard Paul Evans,2014,4,2014-05-25,3,3,1,['Richard'],['Evans'],['M'],['white']
7163,WALKING SHADOW,Robert B. Parker,1994,3,1994-06-05,5,5,1,['Robert'],['Parker'],['M'],['white']
7164,WALLS OF GOLD,Kathleen Norris,1933,1,1933-03-27,2,2,1,['Kathleen'],['Norris'],['F'],['white']
7165,WANDERLUST,Danielle Steel,1986,28,1986-07-20,1,1,1,['Danielle'],['Steel'],['F'],['white']
7166,WAR AND REMEMBRANCE,Herman Wouk,1978,61,1978-11-12,1,1,1,['Herman'],['Wouk'],['M'],[None]
7167,WAR OF HONOR,David Weber,2002,2,2002-10-20,8,8,1,['David'],['Weber'],['M'],['white']
7168,WAR OF THE SPARK: RAVNICA,Greg Weisman,2019,1,2019-05-12,5,5,1,['Greg'],['Weisman'],['M'],['white']
7169,WAR OF THE WOLF,Bernard Cornwell,2018,1,2018-10-21,10,10,1,['Bernard'],['Cornwell'],['M'],['white']
717,BLACK OPS,W. E.B. Griffin,2009,3,2009-01-18,1,1,1,['W.'],['Griffin'],[None],['white']
7170,WARDAY,Whitley Strieber and James W. Kunetka,1984,10,1984-04-29,15,7,2,"['Whitley', 'James']","['Strieber', 'Kunetka']","['F', 'M']","[None, None]"
7171,WARDS OF FAERIE,Terry Brooks,2012,1,2012-09-09,3,3,1,['Terry'],['Brooks'],['M'],['white']
7172,WARHEART,Terry Goodkind,2015,1,2015-12-06,16,16,1,['Terry'],['Goodkind'],['M'],['white']
7173,WARLIGHT,Michael Ondaatje,2018,4,2018-05-27,6,6,1,['Michael'],['Ondaatje'],['M'],[None]
7174,WARLOCK,Oakley Hall,1958,1,1958-10-05,16,16,1,['Oakley'],['Hall'],['M'],['white']
7175,WARLORD,Ted Bell,2010,2,2010-10-03,9,9,1,['Ted'],['Bell'],['M'],['white']
7176,WARNING SIGNS,Stephen White,2002,1,2002-03-17,13,13,1,['Stephen'],['White'],['M'],['white']
7177,WARRIOR CLASS,Dale Brown,2001,1,2001-06-03,11,11,1,['Dale'],['Brown'],['M'],['white']
7178,WARRIORS,Ted Bell,2014,1,2014-04-20,11,11,1,['Ted'],['Bell'],['M'],['white']
7179,WARRIORS OF THE STORM,Bernard Cornwell,2016,2,2016-02-07,8,8,1,['Bernard'],['Cornwell'],['M'],['white']
718,BLACK ORDER,James Rollins,2006,4,2006-07-16,7,7,1,['James'],['Rollins'],['M'],['white']
7180,"WASHINGTON, D.C.",Gore Vidal,1967,21,1967-05-21,7,2,1,['Gore'],['Vidal'],[None],['hispanic']
7181,WASTELAND,Jo Sinclair,1946,14,1946-03-10,7,5,1,['Jo'],['Sinclair'],['F'],['white']
7182,WATCH FOR THE DAWN,Stuart Cloethe,1939,4,1939-09-18,4,4,1,['Stuart'],['Cloethe'],['M'],[None]
7183,WATCH ME DISAPPEAR,Janelle Brown,2017,1,2017-08-06,13,13,1,['Janelle'],['Brown'],['F'],['white']
7184,WATCHER IN THE SHADOWS,Geoffrey Household,1960,7,1960-07-24,12,9,1,['Geoffrey'],['Household'],['M'],[None]
7185,WATCHERS,Dean R. Koontz,1987,4,1987-02-15,14,13,1,['Dean'],['Koontz'],['M'],['white']
7186,WATER FOR ELEPHANTS,Sara Gruen,2006,12,2006-06-25,15,7,1,['Sara'],['Gruen'],['F'],['white']
7187,WATER OF LIFE,Henry Morton Robinson,1960,19,1960-07-03,14,5,1,['Henry'],['Robinson'],['M'],['white']
7188,WATERSHIP DOWN,Richard Adams,1974,33,1974-04-14,4,1,1,['Richard'],['Adams'],['M'],['white']
7189,WAYFARING STRANGER,James Lee Burke,2014,2,2014-08-03,9,9,1,['James'],['Burke'],['M'],['white']
719,BLACK SAND,William J. Caunitz,1989,4,1989-03-19,13,12,1,['William'],['Caunitz'],['M'],[None]
7190,WE ARE ALL WELCOME HERE,Elizabeth Berg,2006,1,2006-04-23,16,16,1,['Elizabeth'],['Berg'],['F'],['white']
7191,WE ARE NOT ALONE,James Hilton,1937,9,1937-03-22,2,2,1,['James'],['Hilton'],['M'],['white']
7192,WE ARE NOT OURSELVES,Matthew Thomas,2014,3,2014-09-07,6,6,1,['Matthew'],['Thomas'],['M'],['white']
7193,WE ARE STILL MARRIED,Garrison Keillor,1989,13,1989-04-09,12,5,1,['Garrison'],['Keillor'],['M'],['white']
7194,WE ARE WATER,Wally Lamb,2013,4,2013-11-10,4,4,1,['Wally'],['Lamb'],['M'],['white']
7195,WE FISHED ALL NIGHT,Willard Motley,1951,10,1951-12-09,15,9,1,['Willard'],['Motley'],['M'],['white']
7196,WE HAPPY FEW,Helen Howe,1946,15,1946-07-21,12,5,1,['Helen'],['Howe'],['F'],['white']
7197,WE HAVE ALWAYS LIVED IN THE CASTLE,Shirley Jackson,1962,11,1962-11-04,15,9,1,['Shirley'],['Jackson'],['F'],['black']
7198,WE RIDE THE GALE,Emilie Loring,1934,2,1934-02-26,8,8,1,['Emilie'],['Loring'],['F'],['white']
7199,WE'LL MEET AGAIN,Mary Higgins Clark,1999,13,1999-05-09,1,1,1,['Mary'],['Clark'],['F'],['white']
72,A COLUMN OF FIRE,Ken Follett,2017,15,2017-10-01,1,1,1,['Ken'],['Follett'],['M'],['white']
720,BLACK SUNDAY,Thomas Harris,1975,14,1975-02-23,9,6,1,['Thomas'],['Harris'],['M'],['white']
7200,WEATHER,Jenny Offill,2020,1,2020-03-01,10,10,1,['Jenny'],['Offill'],['F'],['white']
7201,WEB OF EVIL,J. A. Jance,2007,1,2007-01-28,15,15,1,['J.'],['Jance'],['M'],['white']
7202,WEB OF LUCIFER,Maurice Samuel,1947,9,1947-03-23,15,9,1,['Maurice'],['Samuel'],['M'],['black']
7203,WEDDING NIGHT,Sophie Kinsella,2013,2,2013-05-12,6,6,1,['Sophie'],['Kinsella'],['F'],['white']
7204,WEDNESDAY THE RABBI GOT WET,Harry Kemelman,1976,2,1976-10-24,10,9,1,['Harry'],['Kemelman'],['M'],[None]
7205,"WEEP NO MORE, MY LADY",Mary Higgins Clark,1987,17,1987-07-05,13,3,1,['Mary'],['Clark'],['F'],['white']
7206,WELCOME TO NIGHT VALE,Joseph Fink and Jeffrey Cranor,2015,2,2015-11-08,4,4,2,"['Joseph', 'Jeffrey']","['Fink', 'Cranor']","['M', 'M']","['white', 'white']"
7207,"WELCOME TO THE WORLD, BABY GIRL",! by Fannie Flagg,1998,11,1998-10-11,15,4,1,['!'],['Flagg'],[None],['white']
7208,WEST OF THE HILL,Gladys Hasty Carroll,1949,7,1949-10-09,14,10,1,['Gladys'],['Carroll'],['F'],['white']
7209,WESTWARD PASSAGE,Margaret Ayer Barnes,1931,5,1931-12-21,3,2,1,['Margaret'],['Barnes'],['F'],['white']
721,BLACK WIDOW,Randy Wayne White,2008,2,2008-04-06,10,10,1,['Randy'],['White'],['M'],['white']
7210,WHAT CAME BEFORE HE SHOT HER,Elizabeth George,2006,2,2006-11-05,7,7,1,['Elizabeth'],['George'],['F'],['white']
7211,WHAT DID IT MEAN?,Angela Thirkell,1954,2,1954-11-07,16,16,1,['Angela'],['Thirkell'],['F'],[None]
7212,WHAT DOESN'T KILL YOU,Iris Johansen,2012,2,2012-05-06,7,7,1,['Iris'],['Johansen'],['F'],['white']
7213,WHAT HAPPENS IN PARADISE,Elin Hilderbrand,2019,1,2019-10-27,3,3,1,['Elin'],['Hilderbrand'],['F'],['white']
7214,WHAT I DID FOR LOVE,Susan Elizabeth Phillips,2009,3,2009-02-15,5,5,1,['Susan'],['Phillips'],['F'],['white']
7215,WHAT IS THE WHAT,Dave Eggers,2007,1,2007-01-21,16,16,1,['Dave'],['Eggers'],['M'],['white']
7216,WHAT MAKES SAMMY RUN?,Budd Schulberg,1941,4,1941-07-14,5,4,1,['Budd'],['Schulberg'],['M'],['white']
7217,WHAT PRICE LOVE?,Stephanie Laurens,2006,1,2006-04-02,14,14,1,['Stephanie'],['Laurens'],['F'],['white']
7218,WHAT THE DEAD KNOW,Laura Lippman,2007,3,2007-04-01,11,10,1,['Laura'],['Lippman'],['F'],['white']
7219,WHAT THE NIGHT KNOWS,Dean Koontz,2011,8,2011-01-16,1,1,1,['Dean'],['Koontz'],['M'],['white']
722,BLACK WIND,Clive Cussler and Dirk Cussler,2004,8,2004-12-19,4,4,2,"['Clive', 'Dirk']","['Cussler', 'Cussler']","['M', 'M']","[None, None]"
7220,WHAT YOU OWE ME,Bebe Moore Campbell,2001,1,2001-08-26,13,13,1,['Bebe'],['Campbell'],['F'],['white']
7221,WHAT'S BRED IN THE BONE,Robertson Davies,1985,10,1985-12-08,15,10,1,['Robertson'],['Davies'],['M'],['white']
7222,WHAT'S HEAVEN?,Maria Shriver. Illustrated by Sandra Speidel,1999,7,1999-04-11,7,5,1,['Maria'],['Speidel'],['F'],['white']
7223,WHEELS,Arthur Hailey,1971,33,1971-10-03,7,1,1,['Arthur'],['Hailey'],['M'],['white']
7224,WHEN LIFE GIVES YOU LULULEMONS,Lauren Weisberger,2018,11,2018-06-24,8,7,1,['Lauren'],['Weisberger'],['F'],['white']
7225,WHEN SHE WAS GOOD,Philip Roth,1967,4,1967-07-30,8,8,1,['Philip'],['Roth'],['M'],['white']
7226,WHEN THE BOUGH BREAKS,Otis Carney,1957,3,1957-11-17,15,14,1,['Otis'],['Carney'],['M'],['white']
7227,WHEN THE LEGENDS DIE,Hal Borland,1963,2,1963-07-07,10,10,1,['Hal'],['Borland'],['M'],['white']
7228,WHEN THE WHIPPOORWILL,Marjorie Kinnan Rawlings,1940,2,1940-05-13,6,6,1,['Marjorie'],['Rawlings'],['F'],['white']
7229,WHEN THE WIND BLOWS,James Patterson,1998,14,1998-11-15,6,2,1,['James'],['Patterson'],['M'],['white']
723,BLACK-OUT IN GRETLEY,J. B. Priestley,1943,5,1943-02-22,4,4,1,['J.'],['Priestley'],['M'],['white']
7230,WHEN WE WERE YOUNG,Karen Kingsbury,2018,1,2018-11-04,10,10,1,['Karen'],['Kingsbury'],['F'],['white']
7231,WHEN YELLOW LEAVES,Ethel Boileau,1934,1,1934-11-05,6,6,1,['Ethel'],['Boileau'],['F'],['white']
7232,WHEN YOU SEE ME,Lisa Gardner,2020,3,2020-02-16,3,3,1,['Lisa'],['Gardner'],['F'],['white']
7233,WHERE ANGELS GO,Debbie Macomber,2007,2,2007-10-21,16,15,1,['Debbie'],['Macomber'],['F'],['white']
7234,WHERE ARE YOU NOW?,Mary Higgins Clark,2008,6,2008-04-27,1,1,1,['Mary'],['Clark'],['F'],['white']
7235,WHERE EAGLES DARE,Alistair MacLean,1967,8,1967-12-17,10,8,1,['Alistair'],['MacLean'],['M'],['white']
7236,WHERE IS JOE MERCHANT,? by Jimmy Buffett,1992,19,1992-08-30,13,1,1,['Jimmy'],['Buffett'],['M'],['white']
7237,WHERE LOVE HAS GONE,Harold Robbins,1962,13,1962-11-04,7,4,1,['Harold'],['Robbins'],['M'],['white']
7238,WHERE THE BOYS ARE,Glendon Swarthout,1960,2,1960-02-28,12,12,1,['Glendon'],['Swarthout'],['M'],['white']
7239,WHERE THE CRAWDADS SING,Delia Owens,2018,114,2018-09-23,9,1,1,['Delia'],['Owens'],['F'],['white']
724,BLACKBERRY PIE MURDER,Joanne Fluke,2014,1,2014-03-16,7,7,1,['Joanne'],['Fluke'],['F'],['white']
7240,WHERE THE HEART LEADS,Stephanie Laurens,2008,2,2008-02-24,11,11,1,['Stephanie'],['Laurens'],['F'],['white']
7241,WHERE THERE'S SMOKE,Sandra Brown,1993,4,1993-04-25,6,6,1,['Sandra'],['Brown'],['F'],['white']
7242,WHERE WE BELONG,Emily Giffin,2012,7,2012-08-12,2,2,1,['Emily'],['Giffin'],['F'],['white']
7243,WHERE YOU BELONG,Barbara Taylor Bradford,2000,3,2000-04-02,15,10,1,['Barbara'],['Bradford'],['F'],['white']
7244,"WHERE'D YOU GO, BERNADETTE",Maria Semple,2012,1,2012-09-09,9,9,1,['Maria'],['Semple'],['F'],['white']
7245,"WHERE'D YOU GO, BERNADETTE?",Maria Semple,2012,1,2012-09-16,16,16,1,['Maria'],['Semple'],['F'],['white']
7246,WHILE I WAS GONE,Sue Miller,1999,6,1999-02-14,16,11,1,['Sue'],['Miller'],['F'],['white']
7247,WHILE MY PRETTY ONE SLEEPS,Mary Higgins Clark,1989,21,1989-05-14,8,1,1,['Mary'],['Clark'],['F'],['white']
7248,WHILE MY SISTER SLEEPS,Barbara Delinsky,2009,1,2009-03-08,14,14,1,['Barbara'],['Delinsky'],['F'],[None]
7249,WHIP HAND,Dick Francis,1980,5,1980-05-25,14,13,1,['Dick'],['Francis'],['M'],['white']
725,BLACKLIST,Sara Paretsky,2003,3,2003-10-19,14,11,1,['Sara'],['Paretsky'],['F'],[None]
7250,WHIPLASH,Catherine Coulter,2010,3,2010-07-04,5,5,1,['Catherine'],['Coulter'],['F'],['white']
7251,WHIRLWIND,James Clavell,1986,22,1986-11-09,4,1,1,['James'],['Clavell'],['M'],['hispanic']
7252,WHISKER OF EVIL,Rita Mae Brown and Sneaky Pie Brown,2004,1,2004-04-18,14,14,2,"['Rita', 'Sneaky']","['Brown', 'Brown']","['F', None]","['white', 'white']"
7253,WHISKEY BEACH,Nora Roberts,2013,6,2013-05-05,1,1,1,['Nora'],['Roberts'],['F'],['white']
7254,WHISPER NETWORK,Chandler Baker,2019,2,2019-07-21,12,12,1,['Chandler'],['Baker'],['M'],['white']
7255,WHISPERS,Belva Plain,1993,4,1993-05-09,14,11,1,['Belva'],['Plain'],['F'],['white']
7256,WHISPERS AT MIDNIGHT,Karen Robards,2003,2,2003-01-26,14,14,1,['Karen'],['Robards'],['F'],['white']
7257,WHISTLE,James Jones,1978,11,1978-04-02,5,5,1,['James'],['Jones'],['M'],['white']
7258,WHISTLE STOP,Maritta Wolf,1941,9,1941-05-26,6,3,1,['Maritta'],['Wolf'],['F'],['white']
7259,WHITE BANNERS,Lloyd C. Douglas,1936,15,1936-10-12,5,3,1,['Lloyd'],['Douglas'],['M'],['white']
726,BLACKVEIL,Kristen Britain,2011,1,2011-02-20,12,12,1,['Kristen'],['Britain'],['F'],['white']
7260,WHITE DEATH,Clive Cussler with Paul Kemprecos,2003,6,2003-07-06,3,3,1,"['Clive, Paul']","['Cussler, Kemprecos']",[None],[None]
7261,WHITE FIRE,Douglas Preston and Lincoln Child,2013,3,2013-12-01,4,4,2,"['Douglas', 'Lincoln']","['Preston', 'Child']","['M', 'M']","['white', 'white']"
7262,WHITE GOLD WIELDER,Stephen R. Donaldson,1983,23,1983-04-10,2,2,1,['Stephen'],['Donaldson'],['M'],['white']
7263,WHITE HOT,Sandra Brown,2004,4,2004-09-05,2,2,1,['Sandra'],['Brown'],['F'],['white']
7264,WHITE IVY,Susie Yang,2020,1,2020-11-22,13,13,1,['Susie'],['Yang'],['F'],['api']
7265,WHITE LADIES,Francis Brett Young,1935,3,1935-09-30,6,4,1,['Francis'],['Young'],['M'],['white']
7266,WHITE LIES,Jayne Ann Krentz,2007,3,2007-02-11,4,4,1,['Jayne'],['Krentz'],['F'],['white']
7267,WHITE NIGHT,Jim Butcher,2007,4,2007-04-22,5,5,1,['Jim'],['Butcher'],['M'],['white']
7268,WHITE NINJA,Eric V. Lustbader,1990,4,1990-02-04,13,12,1,['Eric'],['Lustbader'],['M'],['white']
7269,WHITE OLEANDER,Janet Fitch,1999,18,1999-05-23,3,2,1,['Janet'],['Fitch'],['F'],['white']
727,BLACKWOOD FARM,Anne Rice,2002,5,2002-11-17,4,4,1,['Anne'],['Rice'],['F'],['white']
7270,WHITE TEETH,Zadie Smith,2000,3,2000-06-25,14,14,1,['Zadie'],['Smith'],['F'],['white']
7271,WHITE WITCH DOCTOR,Louise A. Stinetorf,1950,9,1950-08-13,12,6,1,['Louise'],['Stinetorf'],['F'],[None]
7272,"WHITE WITCH, BLACK CURSE",Kim Harrison,2009,4,2009-03-15,3,3,1,['Kim'],['Harrison'],['F'],['white']
7273,WHITEOAK HARVEST,Mazo de la Roche,1936,5,1936-10-05,3,3,1,['Mazo'],['Roche'],[None],['white']
7274,WHITEOUT,Ken Follett,2004,6,2004-12-12,9,9,1,['Ken'],['Follett'],['M'],['white']
7275,WHITETHORN WOODS,Maeve Binchy,2007,8,2007-03-25,2,2,1,['Maeve'],['Binchy'],['F'],[None]
7276,WHO ASKED YOU?,Terry McMillan,2013,1,2013-10-06,14,14,1,['Terry'],['McMillan'],['M'],['white']
7277,WHO DO YOU LOVE,Jennifer Weiner,2015,3,2015-08-30,7,7,1,['Jennifer'],['Weiner'],['F'],['white']
7278,WHO KILLED THE ROBINS FAMILY?,created by Bill Adler and written by Thomas Chastain,1983,36,1983-09-04,12,1,2,"['Bill, Thomas']","['Adler, Chastain']",[None],[None]
7279,WHO'S ON FIRST,William F. Buckley Jr,1980,13,1980-03-23,6,6,1,['William'],['Jr'],['M'],['white']
728,BLASPHEMY,Douglas Preston,2008,4,2008-01-27,4,4,1,['Douglas'],['Preston'],['M'],['white']
7280,WICKED APPETITE,Janet Evanovich,2010,3,2010-10-03,3,3,1,['Janet'],['Evanovich'],['F'],['white']
7281,WICKED BUSINESS,Janet Evanovich,2012,5,2012-07-08,1,1,1,['Janet'],['Evanovich'],['F'],['white']
7282,WICKED CHARMS,Janet Evanovich and Phoef Sutton,2015,2,2015-07-12,7,7,2,"['Janet', 'Phoef']","['Evanovich', 'Sutton']","['F', None]","['white', 'white']"
7283,WICKED PREY,John Sandford,2009,5,2009-05-31,1,1,1,['John'],['Sandford'],['M'],['white']
7284,WICKED WIDOW,Amanda Quick,2000,3,2000-04-23,11,11,1,['Amanda'],['Quick'],['F'],['white']
7285,WICKFORD POINT,John P. Marquand,1939,16,1939-03-27,2,1,1,['John'],['Marquand'],['M'],['white']
7286,WIDOW'S WALK,Robert B. Parker,2002,5,2002-04-07,5,5,1,['Robert'],['Parker'],['M'],['white']
7287,WIFE FOR SALE,Kathleen Norris,1933,1,1933-07-03,3,3,1,['Kathleen'],['Norris'],['F'],['white']
7288,WIFEY,Judy Blume,1978,8,1978-11-12,14,10,1,['Judy'],['Blume'],['F'],['white']
7289,WILD CARD,Stuart Woods,2019,2,2019-04-14,8,8,1,['Stuart'],['Woods'],['M'],['white']
729,BLAZE,Richard Bachman,2007,5,2007-07-01,2,2,1,['Richard'],['Bachman'],['M'],['white']
7290,WILD FIRE,Nelson DeMille,2006,10,2006-11-26,2,2,1,['Nelson'],['DeMille'],['M'],['white']
7291,WILD GOOSE CHASE,Rex Warner,1938,1,1938-02-07,8,8,1,['Rex'],['Warner'],['M'],['white']
7292,WILD HORSES,Dick Francis,1994,6,1994-10-09,12,8,1,['Dick'],['Francis'],['M'],['white']
7293,WILD IS THE RIVER,Louis Bromfield,1941,7,1941-12-01,5,5,1,['Louis'],['Bromfield'],['M'],['white']
7294,WILD JUSTICE,Phillip Margolin,2000,1,2000-09-17,14,14,1,['Phillip'],['Margolin'],['M'],['white']
7295,WILD ORCHIDS,Jude Deveraux,2003,2,2003-05-11,6,6,1,['Jude'],['Deveraux'],['M'],['white']
7296,WILD PALMS,William Faulkner,1939,1,1939-02-06,6,6,1,['William'],['Faulkner'],['M'],['white']
7297,WILDER STONE,John Leggett,1960,3,1960-01-31,15,13,1,['John'],['Leggett'],['M'],['white']
7298,WILDERNESS,Jim Morrison,1989,1,1989-01-22,13,13,1,['Jim'],['Morrison'],['M'],['white']
7299,WILDERNESS,Robert Penn Warren,1962,1,1962-01-07,16,16,1,['Robert'],['Warren'],['M'],['white']
73,A COMMON LIFE,Jan Karon,2001,10,2001-04-29,1,1,1,['Jan'],['Karon'],['F'],['white']
730,BLEACHERS,John Grisham,2003,18,2003-09-28,1,1,1,['John'],['Grisham'],['M'],['white']
7300,WILDWOOD,Josephine W. Johnson,1946,1,1946-03-03,16,16,1,['Josephine'],['Johnson'],['F'],['white']
7301,WILLIAM SHAKESPEARE'S STAR WARS,Ian Doescher,2013,6,2013-07-21,12,10,1,['Ian'],['Doescher'],['M'],['white']
7302,WILLIAM SHAKESPEARE'S THE EMPIRE STRIKETH BACK,Ian Doescher,2014,2,2014-04-06,12,12,1,['Ian'],['Doescher'],['M'],['white']
7303,WILLIAM SHAKESPEARE'S THE JEDI DOTH RETURN,Ian Doescher,2014,1,2014-07-20,12,12,1,['Ian'],['Doescher'],['M'],['white']
7304,"WIN, LOSE OR DIE",John Gardner,1989,4,1989-08-20,11,11,1,['John'],['Gardner'],['M'],['white']
7305,WIND FROM THE CAROLINAS,Robert Wilder,1964,4,1964-03-08,9,9,1,['Robert'],['Wilder'],['M'],['white']
7306,WIND/PINBALL,Haruki Murakami,2015,1,2015-08-23,8,8,1,['Haruki'],['Murakami'],['M'],['api']
7307,WINDIGO ISLAND,William Kent Krueger,2014,1,2014-09-07,12,12,1,['William'],['Krueger'],['M'],['white']
7308,WINDMILLS OF THE GODS,Sidney Sheldon,1987,30,1987-02-08,1,1,1,['Sidney'],['Sheldon'],['M'],['white']
7309,WINDMILLS OF THE GODS,Sidney Sheldon.,1987,2,1987-08-30,8,8,1,['Sidney'],['Sheldon.'],['M'],['white']
731,BLEEDING EDGE,Thomas Pynchon,2013,2,2013-10-06,6,6,1,['Thomas'],['Pynchon'],['M'],[None]
7310,WINDOM'S WAY,James Ramsey Ullman,1952,8,1952-06-15,13,9,1,['James'],['Ullman'],['M'],['white']
7311,WINDOW ON THE BAY,Debbie Macomber,2019,3,2019-08-04,6,6,1,['Debbie'],['Macomber'],['F'],['white']
7312,WINDS OF MORNING,Harold Lenoir Davis,1952,10,1952-01-27,15,7,1,['Harold'],['Davis'],['M'],['white']
7313,WINDSWEPT,Mary Ellen Chase,1941,20,1941-11-24,4,1,1,['Mary'],['Chase'],['F'],['white']
7314,WINGS,Danielle Steel,1994,11,1994-12-04,4,3,1,['Danielle'],['Steel'],['F'],['white']
7315,WINNERS,Danielle Steel,2013,2,2013-11-17,4,4,1,['Danielle'],['Steel'],['F'],['white']
7316,WINNIE ILLE PU,A.A. Milnei,1961,20,1961-02-19,16,7,1,['A.A.'],['Milnei'],[None],[None]
7317,WINTER,Len Deighton,1988,11,1988-01-03,16,8,1,['Len'],['Deighton'],['M'],['white']
7318,WINTER GARDEN,Kristin Hannah,2010,5,2010-02-21,4,4,1,['Kristin'],['Hannah'],['F'],['white']
7319,WINTER HAWK,Craig Thomas,1987,4,1987-05-03,16,12,1,['Craig'],['Thomas'],['M'],['white']
732,BLEEDING KANSAS,Sara Paretsky,2008,2,2008-01-20,15,15,1,['Sara'],['Paretsky'],['F'],[None]
